order_id,order_date,purchase_shop,logistics_provider,shipment_date,delivery_date,delivery_days,damage_flag,book_name,category,publisher,quantity,cost_per_unit,profit_per_unit_rupees,selling_price_per_unit,line_revenue,line_cost,line_profit,courier_charge,number_of_boxes,weight_kg,other_expenses
ORD006,2022-12-13,Metro Book Distributors,IRCTC Cargo,2022-12-14,2022-12-21,7,0,Twisted Love,Fiction,Penguin India,20,101.2,50,151.2,3024,2024,1000,1440,6,72,2350
ORD006,2022-12-13,Delhi Book Hub,IRCTC Cargo,2022-12-14,2022-12-21,7,0,Twisted Love,Fiction,Penguin India,20,90,40,130,2600,1800,800,1440,6,72,2350
ORD006,2022-12-13,Academic Traders,IRCTC Cargo,2022-12-14,2022-12-21,7,0,One Piece Vol 1,Manga,Viz Media India,20,115.5,50,165.5,3310,2310,1000,1440,6,72,2350
ORD006,2022-12-13,Metro Book Distributors,IRCTC Cargo,2022-12-14,2022-12-21,7,1,48 Laws of Power,Self-Help,Penguin India,20,92,40,132,2640,1840,800,1440,6,72,2350
ORD006,2022-12-13,Delhi Book Hub,IRCTC Cargo,2022-12-14,2022-12-21,7,0,Engineering Mathematics,Academic,Pearson India,20,150,45,195,3900,3000,900,1440,6,72,2350
ORD006,2022-12-13,Academic Traders,IRCTC Cargo,2022-12-14,2022-12-21,7,0,Grays Anatomy,Medical,Elsevier India,20,262.5,65,327.5,6550,5250,1300,1440,6,72,2350
ORD007,2023-01-15,Scholars Market,VR Logistics,2023-01-16,2023-01-23,7,0,48 Laws of Power,Self-Help,Penguin India,20,85.5,40,125.5,2510,1710,800,566.56,6,72,2592
ORD007,2023-01-15,Delhi Book Hub,VR Logistics,2023-01-16,2023-01-23,7,0,One Piece Vol 1,Manga,Viz Media India,20,90,40,130,2600,1800,800,566.56,6,72,2592
ORD007,2023-01-15,Academic Traders,VR Logistics,2023-01-16,2023-01-23,7,0,Twisted Love,Fiction,Penguin India,20,105,50,155,3100,2100,1000,566.56,6,72,2592
ORD007,2023-01-15,Scholars Market,VR Logistics,2023-01-16,2023-01-23,7,0,One Piece Vol 1,Manga,Viz Media India,20,104.5,50,154.5,3090,2090,1000,566.56,6,72,2592
ORD007,2023-01-15,Delhi Book Hub,VR Logistics,2023-01-16,2023-01-23,7,0,48 Laws of Power,Self-Help,Penguin India,20,100,50,150,3000,2000,1000,566.56,6,72,2592
ORD007,2023-01-15,Academic Traders,VR Logistics,2023-01-16,2023-01-23,7,1,The Silent Patient,Fiction,Penguin India,20,105,50,155,3100,2100,1000,566.56,6,72,2592
ORD007,2023-01-15,Scholars Market,VR Logistics,2023-01-16,2023-01-23,7,0,It Ends With Us,Fiction,Simon & Schuster India,20,95,40,135,2700,1900,800,566.56,6,72,2592
ORD007,2023-01-15,Delhi Book Hub,VR Logistics,2023-01-16,2023-01-23,7,0,Naruto Vol 1,Manga,Viz Media India,20,90,40,130,2600,1800,800,566.56,6,72,2592
ORD007,2023-01-15,Academic Traders,VR Logistics,2023-01-16,2023-01-23,7,0,Naruto Vol 1,Manga,Viz Media India,20,94.5,40,134.5,2690,1890,800,566.56,6,72,2592
ORD007,2023-01-15,Scholars Market,VR Logistics,2023-01-16,2023-01-23,7,0,It Ends With Us,Fiction,Simon & Schuster India,20,104.5,50,154.5,3090,2090,1000,566.56,6,72,2592
ORD007,2023-01-15,Delhi Book Hub,VR Logistics,2023-01-16,2023-01-23,7,0,One Piece Vol 1,Manga,Viz Media India,20,90,40,130,2600,1800,800,566.56,6,72,2592
ORD007,2023-01-15,Academic Traders,VR Logistics,2023-01-16,2023-01-23,7,0,The Silent Patient,Fiction,Penguin India,20,115.5,50,165.5,3310,2310,1000,566.56,6,72,2592
ORD007,2023-01-15,Scholars Market,VR Logistics,2023-01-16,2023-01-23,7,0,One Piece Vol 1,Manga,Viz Media India,20,104.5,50,154.5,3090,2090,1000,566.56,6,72,2592
ORD007,2023-01-15,Delhi Book Hub,VR Logistics,2023-01-16,2023-01-23,7,0,48 Laws of Power,Self-Help,Penguin India,20,100,50,150,3000,2000,1000,566.56,6,72,2592
ORD007,2023-01-15,Academic Traders,VR Logistics,2023-01-16,2023-01-23,7,0,One Piece Vol 1,Manga,Viz Media India,20,115.5,50,165.5,3310,2310,1000,566.56,6,72,2592
ORD008,2023-02-10,Metro Book Distributors,VR Logistics,2023-02-11,2023-02-21,10,0,Twisted Love,Fiction,Penguin India,20,101.2,50,151.2,3024,2024,1000,286.91,3,39,2501
ORD008,2023-02-10,Delhi Book Hub,VR Logistics,2023-02-11,2023-02-21,10,0,One Piece Vol 1,Manga,Viz Media India,20,100,50,150,3000,2000,1000,286.91,3,39,2501
ORD008,2023-02-10,Academic Traders,VR Logistics,2023-02-11,2023-02-21,10,0,One Piece Vol 1,Manga,Viz Media India,20,94.5,40,134.5,2690,1890,800,286.91,3,39,2501
ORD008,2023-02-10,Metro Book Distributors,VR Logistics,2023-02-11,2023-02-21,10,0,Data Structures in C,Academic,McGraw Hill India,20,165.6,65,230.6,4612,3312,1300,286.91,3,39,2501
ORD008,2023-02-10,Delhi Book Hub,VR Logistics,2023-02-11,2023-02-21,10,0,Data Structures in C,Academic,McGraw Hill India,20,150,45,195,3900,3000,900,286.91,3,39,2501
ORD008,2023-02-10,Academic Traders,VR Logistics,2023-02-11,2023-02-21,10,0,Engineering Mathematics,Academic,Pearson India,20,157.5,65,222.5,4450,3150,1300,286.91,3,39,2501
ORD008,2023-02-10,Metro Book Distributors,VR Logistics,2023-02-11,2023-02-21,10,0,Engineering Mathematics,Academic,Pearson India,20,165.6,65,230.6,4612,3312,1300,286.91,3,39,2501
ORD008,2023-02-10,Delhi Book Hub,VR Logistics,2023-02-11,2023-02-21,10,0,It Ends With Us,Fiction,Simon & Schuster India,20,90,40,130,2600,1800,800,286.91,3,39,2501
ORD008,2023-02-10,Academic Traders,VR Logistics,2023-02-11,2023-02-21,10,1,Naruto Vol 1,Manga,Viz Media India,20,94.5,40,134.5,2690,1890,800,286.91,3,39,2501
ORD008,2023-02-10,Metro Book Distributors,VR Logistics,2023-02-11,2023-02-21,10,0,It Ends With Us,Fiction,Simon & Schuster India,20,82.8,40,122.8,2456,1656,800,286.91,3,39,2501
ORD008,2023-02-10,Delhi Book Hub,VR Logistics,2023-02-11,2023-02-21,10,0,Naruto Vol 1,Manga,Viz Media India,20,90,40,130,2600,1800,800,286.91,3,39,2501
ORD008,2023-02-10,Academic Traders,VR Logistics,2023-02-11,2023-02-21,10,0,Data Structures in C,Academic,McGraw Hill India,20,157.5,65,222.5,4450,3150,1300,286.91,3,39,2501
ORD008,2023-02-10,Metro Book Distributors,VR Logistics,2023-02-11,2023-02-21,10,0,The Silent Patient,Fiction,Penguin India,20,101.2,50,151.2,3024,2024,1000,286.91,3,39,2501
ORD008,2023-02-10,Delhi Book Hub,VR Logistics,2023-02-11,2023-02-21,10,0,48 Laws of Power,Self-Help,Penguin India,20,110,50,160,3200,2200,1000,286.91,3,39,2501
ORD008,2023-02-10,Academic Traders,VR Logistics,2023-02-11,2023-02-21,10,0,The Silent Patient,Fiction,Penguin India,20,94.5,40,134.5,2690,1890,800,286.91,3,39,2501
ORD008,2023-02-10,Metro Book Distributors,VR Logistics,2023-02-11,2023-02-21,10,0,48 Laws of Power,Self-Help,Penguin India,20,82.8,40,122.8,2456,1656,800,286.91,3,39,2501
ORD008,2023-02-10,Delhi Book Hub,VR Logistics,2023-02-11,2023-02-21,10,0,Data Structures in C,Academic,McGraw Hill India,20,150,45,195,3900,3000,900,286.91,3,39,2501
ORD008,2023-02-10,Academic Traders,VR Logistics,2023-02-11,2023-02-21,10,0,Twisted Love,Fiction,Penguin India,20,94.5,40,134.5,2690,1890,800,286.91,3,39,2501
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,The Silent Patient,Fiction,Penguin India,20,90,60,150,3000,1800,1200,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,48 Laws of Power,Self-Help,Penguin India,20,82.8,60,142.8,2856,1656,1200,522.52,5,70,1642
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,Grays Anatomy,Medical,Elsevier India,20,250,85,335,6700,5000,1700,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,48 Laws of Power,Self-Help,Penguin India,20,92,60,152,3040,1840,1200,522.52,5,70,1642
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,It Ends With Us,Fiction,Simon & Schuster India,20,90,60,150,3000,1800,1200,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,Twisted Love,Fiction,Penguin India,20,82.8,60,142.8,2856,1656,1200,522.52,5,70,1642
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,Data Structures in C,Academic,McGraw Hill India,20,180,85,265,5300,3600,1700,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,The Silent Patient,Fiction,Penguin India,20,101.2,70,171.2,3424,2024,1400,522.52,5,70,1642
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,Naruto Vol 1,Manga,Viz Media India,20,110,70,180,3600,2200,1400,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,Data Structures in C,Academic,McGraw Hill India,20,138,65,203,4060,2760,1300,522.52,5,70,1642
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,Data Structures in C,Academic,McGraw Hill India,20,180,85,265,5300,3600,1700,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,Grays Anatomy,Medical,Elsevier India,20,230,85,315,6300,4600,1700,522.52,5,70,1642
